MDLYR_DT,VI_MFR_CD,VI_MFR_NM,GBE_INDX_NUM,OV_ID,VC_CNFG_NUM,CL_NM,CLS_TYP_CD,GBE_CID_MSR,GBE_PLC_IND_CD,VC_RTD_HP_MSR,ECS_CD,ECS_CD_0,ECS_CD_1,ECS_CD_2,ECS_CD_3,EVCS_CD,TRNS,DRV_SYS_CD,TOD_CD,VC_DSN_ETW_MSR,VC_CMPRSN_RAT_MSR,VC_AXLE_RAT_MSR,VC_NV_RAT_MSR,TPF_ACHP_IND_CD,TPF_DYNO_HP_MSR,SIL_CD,TST_PRC_CD,TST_PRPS_CD,TST_NUM_ID,VEH_FL_TYP_CD,CH_CD,AVRG_CD,GT_WT_MSR,CMYT_HC_FE_MSR,CMYT_CO_FE_MSR,CMYT_CO2_FE_MSR,CMYT_NOX_MSR,CMYT_PM_MSR,GT_RND_ADJ_QTY,TPF_DYN_TRK_A_MSR,TPF_DYN_TRK_B_MSR,TPF_DYN_TRK_C_MSR,TPF_EDYN_TRK_A_MSR,TPF_EDYN_TRK_B_MSR,TPF_EDYN_TRK_C_MSR,ENG_CD,EF_ID,VC_CYL_CNT,TPF_MFR_CSTDN_MSR
2009,20,Chrysler LLC,204,L6PMD7726,0,CALIBER,C,122,N,172,,,,,,102,AV,F,2,3375,10.50,2.41,31,Y,,1,3,31,1067741,61,H,,,0.0170,0.25,233,,,38,54.27,-0.5317,0.031690,11.32,0.0416,0.024670,AA-101,9CRXJ02.43P0,4,
2009,20,Chrysler LLC,204,L6PMD7726,0,CALIBER,C,122,N,172,,,,,,102,AV,F,2,3375,10.50,2.41,31,Y,,1,21,31,1067739,61,C,,,0.0240,0.35,302,0.01,,29.30,54.27,-0.5317,0.031690,11.32,0.0416,0.024670,AA-101,9CRXJ02.43P0,4,
2009,20,Chrysler LLC,204,L6PMD7726,0,CALIBER,C,122,N,172,,,,,,102,AV,F,2,3375,10.50,2.41,31,Y,,1,21,31,1067740,61,C,,,0.0260,0.52,311,0.01,,28.50,54.27,-0.5317,0.031690,11.32,0.0416,0.024670,AA-101,9CRXJ02.43P0,4,
2009,20,Chrysler LLC,205,L6MKJ9404,0,CALIBER,C,144,N,165,,,,,,102,AV,F,2,3625,10.50,2.39,31,Y,,1,3,32,1078393,61,H,,,,,,,,35.30,59.80,-0.5818,0.036020,18.10,-0.1961,0.0310,AA-100,9CRXJ02.4UP0,4,13.93
2009,20,Chrysler LLC,205,L6MKJ9404,0,CALIBER,C,144,N,165,,,,,,102,AV,F,2,3625,10.50,2.39,31,Y,,1,21,32,1078392,61,C,,,,,,,,27.10,59.80,-0.5818,0.036020,18.10,-0.1961,0.0310,AA-100,9CRXJ02.4UP0,4,13.93
2009,20,Chrysler LLC,206,L6MKJ9402,7,DAKOTA PICKUP 4WD,T,144,N,165,,,,,,102,M5,F,2,3375,10.50,3.34,42.30,Y,,1,3,32,1088236,61,H,,,,,,,,40.10,31.13,0.3874,0.024040,13.49,0.2419,0.0203,AM-101,9CRXJ02.43P1,4,15.22
2009,20,Chrysler LLC,206,L6MKJ9402,7,DAKOTA PICKUP 4WD,T,144,N,165,,,,,,102,M5,F,2,3375,10.50,3.34,42.30,Y,,1,21,32,1088235,61,C,,,,,,,,29.60,31.13,0.3874,0.024040,13.49,0.2419,0.0203,AM-101,9CRXJ02.43P1,4,15.22
2009,20,Chrysler LLC,207,L8PMD2616,0,CALIBER,C,148,N,280,,,,,,102,M6,F,2,3530,10.50,2.62,33.70,Y,13.90,1,3,31,1079681,61,H,,,0.0120,0.40,236,,,37.50,33.38,0.2823,0.022720,3.43,0.0864,0.022630,FA-300,9CRXV02.42P0,4,15.57
2009,20,Chrysler LLC,207,L8PMD2616,0,CALIBER,C,148,N,280,,,,,,102,M6,F,2,3530,10.50,2.62,33.70,Y,13.90,1,21,31,1079682,61,C,,,0.0270,0.60,369,0.01,,24,33.38,0.2823,0.022720,3.43,0.0864,0.022630,FA-300,9CRXV02.42P0,4,15.57
2009,20,Chrysler LLC,208,L6MKJ9404,1,COMPASS 2WD,T,144,N,165,,,,,,102,AV,F,2,3500,10.50,2.39,31,Y,,1,3,32,1071843,61,H,,,,,,,,34.70,59.80,-0.5818,0.036020,18.10,-0.1961,0.0310,AA-200,9CRXJ02.4UP0,4,13.93
2009,20,Chrysler LLC,208,L6MKJ9404,1,COMPASS 2WD,T,144,N,165,,,,,,102,AV,F,2,3500,10.50,2.39,31,Y,,1,21,32,1071842,61,C,,,,,,,,27,59.80,-0.5818,0.036020,18.10,-0.1961,0.0310,AA-200,9CRXJ02.4UP0,4,13.93
2009,20,Chrysler LLC,209,L6MKJ9404,0,CALIBER,C,144,N,165,,,,,,102,AV,4,2,3625,10.50,2.39,31,Y,,1,3,31,1070081,61,H,,,0.0040,0.21,264,,,33.60,59.80,-0.5818,0.036020,18.10,-0.1961,0.0310,AA-100,9CRXJ02.4UP0,4,13.93
2009,20,Chrysler LLC,209,L6MKJ9404,0,CALIBER,C,144,N,165,,,,,,102,AV,4,2,3625,10.50,2.39,31,Y,,1,21,31,1070080,61,C,,,0.0170,0.34,337,0.03,,26.30,59.80,-0.5818,0.036020,18.10,-0.1961,0.0310,AA-100,9CRXJ02.4UP0,4,13.93
2009,20,Chrysler LLC,211,L6MKJ9402,8,COMPASS 4WD,T,144,N,165,,,,,,102,M5,F,2,3375,10.50,3.34,42.90,Y,,1,3,32,1088281,61,H,,,,,,,,39.20,31.13,0.3874,0.024040,13.49,0.2419,0.0203,AM-201,9CRXJ02.43P1,4,15.22
2009,20,Chrysler LLC,211,L6MKJ9402,8,COMPASS 4WD,T,144,N,165,,,,,,102,M5,F,2,3375,10.50,3.34,42.90,Y,,1,21,32,1088277,61,C,,,,,,,,29.30,31.13,0.3874,0.024040,13.49,0.2419,0.0203,AM-201,9CRXJ02.43P1,4,15.22
2009,20,Chrysler LLC,212,L6MKJ9402,6,COMPASS 4WD,T,144,N,165,,,,,,102,M5,4,2,3500,10.50,3.34,42.90,Y,,1,3,32,1088233,61,H,,,,,,,,38.60,31.13,0.3874,0.024040,13.49,0.2419,0.0203,AM-301,9CRXJ02.43P1,4,15.22
2009,20,Chrysler LLC,212,L6MKJ9402,6,COMPASS 4WD,T,144,N,165,,,,,,102,M5,4,2,3500,10.50,3.34,42.90,Y,,1,21,32,1088232,61,C,,,,,,,,28.80,31.13,0.3874,0.024040,13.49,0.2419,0.0203,AM-301,9CRXJ02.43P1,4,15.22
2009,20,Chrysler LLC,214,L7JSC0243,1,SEBRING CONVERTIBLE,C,144,N,150,,,,,,102,L4,F,2,4000,10.50,2.69,34.70,Y,,1,3,32,1074849,61,H,,,,,,,,40.10,27.99,0.5576,0.020970,10.83,0.1288,0.018110,AA-300,9CRXV02.4UP0,4,17.45
2009,20,Chrysler LLC,214,L7JSC0243,1,SEBRING CONVERTIBLE,C,144,N,150,,,,,,102,L4,F,2,4000,10.50,2.69,34.70,Y,,1,21,32,1074848,61,C,,,,,,,,25.30,27.99,0.5576,0.020970,10.83,0.1288,0.018110,AA-300,9CRXV02.4UP0,4,17.45
2009,20,Chrysler LLC,215,L7JSC0249,0,SEBRING,C,167,N,190,,,,,,102,L4,F,2,3750,9.70,2.69,34.20,Y,,1,3,31,1072272,61,H,,,0.01,0.43,232,,,38.30,24.48,0.5549,0.017640,9.30,0.0128,0.020460,FA-200,9CRXV02.7JNA,6,18.07
2009,20,Chrysler LLC,215,L7JSC0249,0,SEBRING,C,167,N,190,,,,,,102,L4,F,2,3750,9.70,2.69,34.20,Y,,1,21,31,1072271,61,C,,,0.0520,0.96,366,0.01,,24.20,24.48,0.5549,0.017640,9.30,0.0128,0.020460,FA-200,9CRXV02.7JNA,6,18.07
2009,20,Chrysler LLC,217,L7JSC0249,3,SEBRING CONVERTIBLE,C,167,N,190,,,,,,102,L4,F,2,4250,9.70,2.69,34.60,Y,,1,3,32,1088311,61,H,,,,,,,,36.50,24.48,0.5549,0.017640,9.30,0.0128,0.020460,FA-300,9CRXV02.7JNA,6,18.07
2009,20,Chrysler LLC,217,L7JSC0249,3,SEBRING CONVERTIBLE,C,167,N,190,,,,,,102,L4,F,2,4250,9.70,2.69,34.60,Y,,1,21,32,1088310,61,C,,,,,,,,22.40,24.48,0.5549,0.017640,9.30,0.0128,0.020460,FA-300,9CRXV02.7JNA,6,18.07
2009,20,Chrysler LLC,218,K7JSC5477,4,SEBRING CONVERTIBLE,C,167,N,200,,,,,,102,L4,F,2,4250,9.70,2.69,34.60,Y,14.20,1,3,32,1088231,38,H,,,,,,,,26.50,37.10,0.6217,0.0154,11.1810,0.5925,0.011460,FA-300,9CRXV02.7JNA,6,18.47
2009,20,Chrysler LLC,218,K7JSC5477,4,SEBRING CONVERTIBLE,C,167,N,200,,,,,,102,L4,F,2,4250,9.70,2.69,34.60,Y,14.20,1,21,32,1088230,38,C,,,,,,,,15.60,40.81,0.6839,0.016940,11.1810,0.5925,0.011460,FA-300,9CRXV02.7JNA,6,18.47
2009,20,Chrysler LLC,219,V8JSC9249,0,SEBRING,C,215,N,235,,,,,,102,A6,F,2,3875,10.30,3.44,28.50,Y,12.70,1,3,31,1088500,61,H,,,0.0080,0.25,236,,,37.60,29.55,0.5007,0.016340,9.9450,0.1213,0.018090,FA-300,9CRXJ04.0TN0,6,18.84
2009,20,Chrysler LLC,219,V8JSC9249,0,SEBRING,C,215,N,235,,,,,,102,A6,F,2,3875,10.30,3.44,28.50,Y,12.70,1,21,31,1088499,61,C,,,0.0340,0.77,437,0,,20.30,29.55,0.5007,0.016340,9.9450,0.1213,0.018090,FA-300,9CRXJ04.0TN0,6,18.84
2009,20,Chrysler LLC,220,L8RTK4885,0,CARAVAN FWD,T,201,N,170,,,,,,102,L4,F,2,4750,9.60,2.37,30.10,Y,,1,3,31,1077984,61,H,,,0.0020,0.46,269,,,32.90,35.94,0.6505,0.021550,13.14,0.239260,0.0242,AA-100,9CRXT03.3TPA,6,
2009,20,Chrysler LLC,220,L8RTK4885,0,CARAVAN FWD,T,201,N,170,,,,,,102,L4,F,2,4750,9.60,2.37,30.10,Y,,1,3,31,1077986,61,H,,,0.0150,0.53,266,,,33.30,35.94,0.6505,0.021550,13.14,0.239260,0.0242,AA-100,9CRXT03.3TPA,6,
2009,20,Chrysler LLC,220,L8RTK4885,0,CARAVAN FWD,T,201,N,170,,,,,,102,L4,F,2,4750,9.60,2.37,30.10,Y,,1,21,31,1077987,61,C,,,0.03,0.65,427,0.02,,20.80,35.94,0.6505,0.021550,13.14,0.2392,0.0242,AA-100,9CRXT03.3TPA,6,
2009,20,Chrysler LLC,221,K8RTK0089,0,CARAVAN FWD,T,201,N,170,,,,,,102,L4,F,2,4750,9.30,2.49,31.70,Y,,1,3,1,1076456,38,H,,,0.0130,0.35,269,,,22.90,40.47,0.8070,0.019560,8.97,0.2106,0.023320,AA-100,9CRXT03.3TPA,6,
2009,20,Chrysler LLC,221,K8RTK0089,0,CARAVAN FWD,T,201,N,170,,,,,,102,L4,F,2,4750,9.30,2.49,31.70,Y,,1,21,1,1076455,38,C,,,0.0490,1,435,0,,14.20,40.47,0.8070,0.019560,8.97,0.2106,0.023320,AA-100,9CRXT03.3TPA,6,
2009,20,Chrysler LLC,222,L8RTK4861,0,CARAVAN FWD,T,231,N,170,,,,,,102,L6,F,2,4750,9.60,3.26,28.60,Y,,1,3,31,1078235,61,H,,,0.01,0.52,278,,,31.90,35.94,0.6505,0.021550,13.19,-0.0088,0.025330,AA-200,9CRXT03.8YP0,6,18.02
2009,20,Chrysler LLC,222,L8RTK4861,0,CARAVAN FWD,T,231,N,170,,,,,,102,L6,F,2,4750,9.60,3.26,28.60,Y,,1,21,31,1078234,61,C,,,0.0280,0.79,449,0.01,,19.70,35.94,0.6505,0.021550,13.19,-0.0088,0.025330,AA-200,9CRXT03.8YP0,6,18.02
2009,20,Chrysler LLC,223,L8RTK4922,0,CARAVAN FWD,T,241,N,253,,,,,,102,L6,F,2,5000,10.30,3.25,27.40,Y,,1,3,31,1077669,61,H,,,0.0060,0.49,252,,,35.10,39,0.5805,0.022480,21.25,0.170380,0.0238,FA-600,9CRXJ04.0TN0,6,
2009,20,Chrysler LLC,223,L8RTK4922,0,CARAVAN FWD,T,241,N,253,,,,,,102,L6,F,2,5000,10.30,3.25,27.40,Y,,1,21,31,1077668,61,C,,,0.0450,0.89,414,0.01,,21.40,39,0.5805,0.022480,21.25,0.170380,0.0238,FA-600,9CRXJ04.0TN0,6,
2009,20,Chrysler LLC,302,K5LXC6516,0,300/SRT-8,C,166,N,200,,,,,,102,L4,R,2,4000,9.90,3.90,33,Y,,1,3,31,1054605,61,H,,,0.0150,0.04,246,,,36.10,45.15,0.2411,0.021450,15.45,0.169660,0.020280,AA-100,9CRXV02.72P0,6,16.74
2009,20,Chrysler LLC,302,K5LXC6516,0,300/SRT-8,C,166,N,200,,,,,,102,L4,R,2,4000,9.90,3.90,33,Y,,1,3,31,1054606,61,H,,,0.0210,0.04,249,,,35.70,45.15,0.2411,0.021450,15.45,0.169660,0.020280,AA-100,9CRXV02.72P0,6,16.74
2009,20,Chrysler LLC,302,K5LXC6516,0,300/SRT-8,C,166,N,200,,,,,,102,L4,R,2,4000,9.90,3.90,33,Y,,1,21,32,1078370,61,C,,,,,,,,23.10,45.15,0.2411,0.021450,15.45,0.169660,0.020280,AA-100,9CRXV02.72P0,6,16.74
2009,20,Chrysler LLC,302,K5LXC6516,0,300/SRT-8,C,166,N,200,,,,,,102,L4,R,2,4000,9.90,3.90,33,Y,,1,21,32,1078371,61,C,,,,,,,,23.10,45.15,0.2411,0.021450,15.45,0.169660,0.020280,AA-100,9CRXV02.72P0,6,16.74
2009,20,Chrysler LLC,303,L6LXD6320,7,CHARGER,C,215,N,253,,,,,,102,L5,R,2,4250,9.90,2.87,28.50,Y,,1,3,32,1088568,61,H,,,,,,,,34.70,45.15,0.2411,0.021450,33.29,-0.4745,0.021870,FA-200,9CRXV03.5TN0,6,16.74
2009,20,Chrysler LLC,303,L6LXD6320,7,CHARGER,C,215,N,253,,,,,,102,L5,R,2,4250,9.90,2.87,28.50,Y,,1,21,32,1088567,61,C,,,,,,,,20.50,45.15,0.2411,0.021450,33.29,-0.4745,0.021870,FA-200,9CRXV03.5TN0,6,
2009,20,Chrysler LLC,304,L9LXF5084,1,300 AWD,C,215,N,250,,,,,,102,L5,4,2,4500,9.90,3.07,30.90,Y,17,1,3,32,1088740,61,H,,,,,,,,32.10,41.05,1.0825,0.012870,18.8130,0.4113,0.018750,FA-300,9CRXV03.5TN0,6,16.38
2009,20,Chrysler LLC,304,L9LXF5084,1,300 AWD,C,215,N,250,,,,,,102,L5,4,2,4500,9.90,3.07,30.90,Y,17,1,21,32,1088739,61,C,,,,,,,,20.70,41.05,1.0825,0.012870,18.8130,0.4113,0.018750,FA-300,9CRXV03.5TN0,6,16.38
2009,20,Chrysler LLC,401,L9LXC6235,0,300/SRT-8,C,348,N,340,,,,,,102,L5,R,2,4500,10.50,2.65,26.70,Y,13.70,1,3,31,1088064,61,H,,,0.0090,0.21,257,,,34.50,32.85,0.4414,0.019280,17.5920,-0.0210,0.023420,AA-200,9CRXV05.7UP0,8,20.25
2009,20,Chrysler LLC,401,L9LXC6235,0,300/SRT-8,C,348,N,340,,,,,,102,L5,R,2,4500,10.50,2.65,26.70,Y,13.70,1,21,31,1088063,61,C,,,0.0650,1,458,0.01,,19.30,32.85,0.4414,0.019280,17.5920,-0.0210,0.023420,AA-200,9CRXV05.7UP0,8,20.25
2009,20,Chrysler LLC,402,L9LCD3881,0,CHALLENGER,C,348,N,340,,,,,,102,M6,R,2,4250,10.50,3.73,22.80,Y,13.90,1,3,31,1087981,61,H,,,0.0110,0.23,259,,,34.30,36.56,0.1895,0.023270,17.6750,-0.0060,0.0236,AM-100,9CRXV05.71P0,8,
2009,20,Chrysler LLC,402,L9LCD3881,0,CHALLENGER,C,348,N,340,,,,,,102,M6,R,2,4250,10.50,3.73,22.80,Y,13.90,1,21,31,1087980,61,C,,,0.0620,0.85,452,0.02,,19.60,36.56,0.1895,0.023270,17.6750,-0.0060,0.0236,AM-100,9CRXV05.71P0,8,
2009,20,Chrysler LLC,403,K5LXC6608,4,CHARGER AWD,C,348,N,340,,,,,,102,L5,4,2,4500,9.60,3.07,30.90,Y,,1,3,32,1088309,61,H,,,,,,,,31.90,54,0.7539,0.015310,34.24,-0.0447,0.0234,AA-400,9CRXV05.7UP0,6,16.05
2009,20,Chrysler LLC,403,K5LXC6608,4,CHARGER AWD,C,348,N,340,,,,,,102,L5,4,2,4500,9.60,3.07,30.90,Y,,1,21,32,1088308,61,C,,,,,,,,19.50,54,0.7539,0.015310,34.24,-0.0447,0.0234,AA-400,9CRXV05.7UP0,6,
2009,20,Chrysler LLC,450,L9DS10852,1,RAM 1500 PICKUP 2WD,T,348,N,345,,,,,,102,L5,R,2,5500,10.50,3.55,26,Y,20.30,1,3,32,1088510,61,H,,,,,,,,27.10,44.13,0.5908,0.031330,19.6950,0.2429,0.032610,FA-850,9CRXT05.74P1,8,16.03
2009,20,Chrysler LLC,450,L9DS10852,1,RAM 1500 PICKUP 2WD,T,348,N,345,,,,,,102,L5,R,2,5500,10.50,3.55,26,Y,20.30,1,21,32,1088509,61,C,,,,,,,,17,44.13,0.5908,0.031330,19.6950,0.2429,0.032610,FA-850,9CRXT05.74P1,8,16.03
2009,20,Chrysler LLC,455,L9DS10852,2,RAM 1500 PICKUP 4WD,T,348,N,345,,,,,,102,L5,4,2,5500,10.50,3.55,26,Y,20.30,1,3,32,1088707,61,H,,,,,,,,26,44.13,0.5908,0.031330,19.6950,0.2429,0.032610,FA-350,9CRXT05.74P1,8,16.03
2009,20,Chrysler LLC,455,L9DS10852,2,RAM 1500 PICKUP 4WD,T,348,N,345,,,,,,102,L5,4,2,5500,10.50,3.55,26,Y,20.30,1,21,32,1088706,61,C,,,,,,,,16.60,44.13,0.5908,0.031330,19.6950,0.2429,0.032610,FA-350,9CRXT05.74P1,8,16.03
2009,20,Chrysler LLC,455,L9DS10852,3,RAM 1500 PICKUP 4WD,T,348,N,345,,,,,,102,L5,4,2,6000,10.50,3.55,26,Y,20.30,1,3,32,1088709,61,H,,,,,,,,25.10,44.13,0.5908,0.031330,19.6950,0.2429,0.032610,FA-900,9CRXT05.74P1,8,16.03
2009,20,Chrysler LLC,455,L9DS10852,3,RAM 1500 PICKUP 4WD,T,348,N,345,,,,,,102,L5,4,2,6000,10.50,3.55,26,Y,20.30,1,21,32,1088708,61,C,,,,,,,,15.70,44.13,0.5908,0.031330,19.6950,0.2429,0.032610,FA-900,9CRXT05.74P1,8,16.03
2009,20,Chrysler LLC,508,L9WKT2894,1,COMMANDER 2WD,T,226,N,210,,,,,,102,L5,R,2,5000,9.70,3.07,30.20,Y,18.60,1,3,32,1087110,61,H,,,,,,,,27.20,34.98,0.736450,0.026410,13.95,0.2031,0.0312,FA-700,9CRXT03.74P0,6,
2009,20,Chrysler LLC,508,L9WKT2894,1,COMMANDER 2WD,T,226,N,210,,,,,,102,L5,R,2,5000,9.70,3.07,30.20,Y,18.60,1,21,32,1087109,61,C,,,,,,,,18,34.98,0.736450,0.026410,13.95,0.2031,0.0312,FA-700,9CRXT03.74P0,6,
2009,20,Chrysler LLC,508,L9WKT2894,0,GRAND CHEROKEE 2WD,T,226,N,210,,,,,,102,L5,R,2,4500,9.70,3.07,30.20,Y,18.60,1,3,31,1086815,61,H,,,0.0060,0.03,308,,,28.80,34.98,0.736450,0.026410,13.95,0.2031,0.0312,FA-500,9CRXT03.74P0,6,
2009,20,Chrysler LLC,508,L9WKT2894,0,GRAND CHEROKEE 2WD,T,226,N,210,,,,,,102,L5,R,2,4500,9.70,3.07,30.20,Y,18.60,1,21,31,1086816,61,C,,,0.0610,0.56,460,0.02,,19.30,34.98,0.736450,0.026410,13.95,0.2031,0.0312,FA-500,9CRXT03.74P0,6,
2009,20,Chrysler LLC,509,L9WKT2894,3,COMMANDER 4WD,T,226,N,210,,,,,,102,L5,4,2,5250,9.70,3.07,30.20,Y,18.60,1,3,32,1087382,61,H,,,,,,,,26.60,34.98,0.736450,0.026410,13.95,0.2031,0.0312,FA-800,9CRXT03.74P0,6,
2009,20,Chrysler LLC,509,L9WKT2894,3,COMMANDER 4WD,T,226,N,210,,,,,,102,L5,4,2,5250,9.70,3.07,30.20,Y,18.60,1,21,32,1087381,61,C,,,,,,,,17.40,34.98,0.736450,0.026410,13.95,0.2031,0.0312,FA-800,9CRXT03.74P0,6,
2009,20,Chrysler LLC,509,L9WKT2894,2,GRAND CHEROKEE 4WD,T,226,N,210,,,,,,102,L5,4,2,4750,9.70,3.07,30.20,Y,18.60,1,3,32,1087384,61,H,,,,,,,,27.50,34.98,0.736450,0.026410,13.95,0.2031,0.0312,FA-600,9CRXT03.74P0,6,
2009,20,Chrysler LLC,509,L9WKT2894,2,GRAND CHEROKEE 4WD,T,226,N,210,,,,,,102,L5,4,2,4750,9.70,3.07,30.20,Y,18.60,1,21,32,1087383,61,C,,,,,,,,18.50,34.98,0.736450,0.026410,13.95,0.2031,0.0312,FA-600,9CRXT03.74P0,6,
2009,20,Chrysler LLC,520,L7JKT9539,7,WRANGLER 2WD,T,231,N,190,,,,,,102,L4,4,2,4500,8.70,3.73,28.30,Y,,1,3,32,1077851,61,H,,,,,,,,27.30,33.68,0.9178,0.032350,16.84,0.183560,0.032350,FA-300,9CRXT03.82P0,6,
2009,20,Chrysler LLC,520,L7JKT9539,7,WRANGLER 2WD,T,231,N,190,,,,,,102,L4,4,2,4500,8.70,3.73,28.30,Y,,1,21,32,1077850,61,C,,,,,,,,19,33.68,0.9178,0.032350,16.84,0.183560,0.032350,FA-300,9CRXT03.82P0,6,
