"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Jose Altuve  2B","5","1","2","0","0","0","5",".325",".364",".472",".836","16","11","0.136","0.74","0.162","-0.026","1.7","3","2","2·2B,CS"
"Jordan Schafer  CF","4","1","0","0","1","3","5",".246",".315",".328",".643","27","17","-0.034","0.42","0.020","-0.053","-0.7","1","0",""
"Jed Lowrie  SS","4","1","2","3","0","0","5",".293",".371",".532",".903","15","9","0.183","0.64","0.198","-0.015","1.8","1","6","HR,2B,SF"
"J.D. Martinez  DH","4","0","0","0","0","2","4",".235",".335",".361",".696","17","10","-0.070","0.62","0.000","-0.070","-1.0","","",""
"Brett Wallace  1B","3","1","1","1","1","1","4",".412",".524",".706","1.230","13","7","0.104","0.56","0.122","-0.018","1.0","10","0","HR"
"Chris Johnson  3B","3","0","0","0","0","2","3",".286",".332",".442",".774","10","7","-0.052","0.71","0.000","-0.052","-0.8","0","1",""
"Brian Bixler  3B","1","0","0","0","0","1","1",".125",".222",".125",".347","4","3","-0.008","0.30","0.000","-0.008","-0.2","0","1",""
"Jason Castro  C","4","1","1","0","0","1","4",".261",".338",".374",".712","13","11","-0.033","0.47","0.008","-0.041","-0.3","6","0",""
"Justin Maxwell  LF","3","2","1","0","1","1","4",".233",".323",".442",".765","15","11","0.042","0.90","0.070","-0.028","0.3","4","0",""
"Brian Bogusevic  RF","4","1","1","3","0","2","4",".227",".308",".350",".657","15","11","-0.014","0.89","0.058","-0.072","1.5","2","0","HR"
"","","","","","","","","","","","","","","","","","","","","",""
"Wandy Rodriguez  P","","","","","","","","","","","","","","","","","","","0","0",""
"Wilton Lopez  P","","","","","","","","","","","","","","","","","","","0","0",""
"Wesley Wright  P","","","","","","","","","","","","","","","","","","","0","0",""
"Fernando Rodriguez  P","","","","","","","","","","","","","","","","","","","0","0",""
"Brett Myers  P","","","","","","","","","","","","","","","","","","","0","0",""
