Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2016-06-07,101.2,101.63,99.77,99.89,6421256.0,0.0,1.0,101.2,101.63,99.77,99.89,6421256.0
2016-06-06,100.29,101.0712,99.72,100.74,6806941.0,0.0,1.0,100.29,101.0712,99.72,100.74,6806941.0
2016-06-03,100.99,101.0,98.53,99.59,9184177.0,0.0,1.0,100.99,101.0,98.53,99.59,9184177.0
2016-06-02,101.39,102.15,100.77,101.25,7948988.0,0.0,1.0,101.39,102.15,100.77,101.25,7948988.0
2016-06-01,101.5,101.92,100.16,101.51,8368626.0,0.0,1.0,101.5,101.92,100.16,101.51,8368626.0
2016-05-31,102.95,103.45,102.13,102.6,8416618.0,0.0,1.0,102.95,103.45,102.13,102.6,8416618.0
2016-05-27,102.44,103.5,101.44,103.3,8972465.0,0.0,1.0,102.44,103.5,101.44,103.3,8972465.0
2016-05-26,103.21,104.0,101.38,102.81,17758481.0,0.0,1.0,103.21,104.0,101.38,102.81,17758481.0
2016-05-25,99.0,100.31,98.3,100.2,15116231.0,0.0,1.0,99.0,100.31,98.3,100.2,15116231.0
2016-05-24,95.98,99.14,95.75,97.89,21178504.0,0.0,1.0,95.98,99.14,95.75,97.89,21178504.0
2016-05-23,92.98,95.2924,92.85,94.89,13843567.0,0.0,1.0,92.98,95.2924,92.85,94.89,13843567.0
2016-05-20,90.08,93.28,89.98,92.49,14962195.0,0.0,1.0,90.08,93.28,89.98,92.49,14962195.0
2016-05-19,90.16,91.27,88.3,89.55,11420139.0,0.0,1.0,90.16,91.27,88.3,89.55,11420139.0
2016-05-18,88.25,91.72,88.25,90.5,13846153.0,0.0,1.0,88.25,91.72,88.25,90.5,13846153.0
2016-05-17,89.0,90.87,88.172,88.63,11494112.0,0.0,1.0,89.0,90.87,88.172,88.63,11494112.0
2016-05-16,87.56,90.0,86.15,89.12,11187225.0,0.0,1.0,87.56,90.0,86.15,89.12,11187225.0
2016-05-13,87.39,88.59,86.26,87.88,11510934.0,0.0,1.0,87.39,88.59,86.26,87.88,11510934.0
2016-05-12,90.32,90.41,85.74,87.74,20336210.0,0.0,1.0,90.32,90.41,85.74,87.74,20336210.0
2016-05-11,92.4,92.59,89.9,90.02,11644325.0,0.0,1.0,92.4,92.59,89.9,90.02,11644325.0
2016-05-10,91.14,93.25,91.09,92.89,11100605.0,0.0,1.0,91.14,93.25,91.09,92.89,11100605.0
2016-05-09,90.73,91.828,89.9,90.54,9517125.0,0.0,1.0,90.73,91.828,89.9,90.54,9517125.0
2016-05-06,88.83,90.88,88.11,90.84,10380079.0,0.0,1.0,88.83,90.88,88.11,90.84,10380079.0
2016-05-05,90.91,92.0775,89.25,89.37,10324994.0,0.0,1.0,90.91,92.0775,89.25,89.37,10324994.0
2016-05-04,91.0,92.16,90.35,90.79,7335243.0,0.0,1.0,91.0,92.16,90.35,90.79,7335243.0
2016-05-03,92.08,93.25,91.3,91.54,10555709.0,0.0,1.0,92.08,93.25,91.3,91.54,10555709.0
2016-05-02,90.41,93.22,89.8901,93.11,12490674.0,0.0,1.0,90.41,93.22,89.8901,93.11,12490674.0
2016-04-29,90.5,90.56,88.21,90.03,13896200.0,0.0,1.0,90.5,90.56,88.21,90.03,13896200.0
2016-04-28,91.5,92.67,90.09,90.28,11328410.0,0.0,1.0,91.5,92.67,90.09,90.28,11328410.0
2016-04-27,92.18,92.5,90.21,91.04,12218929.0,0.0,1.0,92.18,92.5,90.21,91.04,12218929.0
2016-04-26,93.5,93.55,91.25,92.43,15198284.0,0.0,1.0,93.5,93.55,91.25,92.43,15198284.0
2016-04-25,95.7,95.7461,92.8,93.56,14929239.0,0.0,1.0,95.7,95.7461,92.8,93.56,14929239.0
2016-04-22,94.847,96.69,94.21,95.9,15741693.0,0.0,1.0,94.847,96.69,94.21,95.9,15741693.0
2016-04-21,97.31,97.38,94.78,94.98,18353986.0,0.0,1.0,97.31,97.38,94.78,94.98,18353986.0
2016-04-20,94.34,96.98,93.14,96.77,25559872.0,0.0,1.0,94.34,96.98,93.14,96.77,25559872.0
2016-04-19,99.49,101.37,94.2,94.34,55307540.0,0.0,1.0,99.49,101.37,94.2,94.34,55307540.0
2016-04-18,109.9,110.7,106.02,108.4,22560342.0,0.0,1.0,109.9,110.7,106.02,108.4,22560342.0
2016-04-15,110.64,111.85,109.7803,111.51,11665101.0,0.0,1.0,110.64,111.85,109.7803,111.51,11665101.0
2016-04-14,110.01,111.64,109.15,110.42,9492222.0,0.0,1.0,110.01,111.64,109.15,110.42,9492222.0
2016-04-13,108.0,111.28,107.88,109.65,16627378.0,0.0,1.0,108.0,111.28,107.88,109.65,16627378.0
2016-04-12,103.15,107.22,102.21,106.98,12265201.0,0.0,1.0,103.15,107.22,102.21,106.98,12265201.0
2016-04-11,104.04,104.98,102.62,102.68,7323655.0,0.0,1.0,104.04,104.98,102.62,102.68,7323655.0
2016-04-08,105.12,105.326,102.82,103.81,7791044.0,0.0,1.0,105.12,105.326,102.82,103.81,7791044.0
2016-04-07,104.31,106.435,103.6,104.45,10727453.0,0.0,1.0,104.31,106.435,103.6,104.45,10727453.0
2016-04-06,105.3,106.44,104.25,104.83,9553053.0,0.0,1.0,105.3,106.44,104.25,104.83,9553053.0
2016-04-05,103.47,105.75,103.25,104.94,10014415.0,0.0,1.0,103.47,105.75,103.25,104.94,10014415.0
2016-04-04,105.9,105.92,103.2,104.35,10870061.0,0.0,1.0,105.9,105.92,103.2,104.35,10870061.0
2016-04-01,102.93,105.79,102.47,105.7,14155421.0,0.0,1.0,102.93,105.79,102.47,105.7,14155421.0
2016-03-31,102.43,103.53,101.05,102.23,9680062.0,0.0,1.0,102.43,103.53,101.05,102.23,9680062.0
2016-03-30,104.65,104.91,101.4805,102.19,14621868.0,0.0,1.0,104.65,104.91,101.4805,102.19,14621868.0
2016-03-29,101.08,104.33,101.0,104.13,15914542.0,0.0,1.0,101.08,104.33,101.0,104.13,15914542.0
2016-03-28,98.34,101.44,97.82,101.21,12362252.0,0.0,1.0,98.34,101.44,97.82,101.21,12362252.0
2016-03-24,98.64,98.85,97.07,98.36,10628461.0,0.0,1.0,98.64,98.85,97.07,98.36,10628461.0
2016-03-23,99.75,100.39,98.81,99.59,8313480.0,0.0,1.0,99.75,100.39,98.81,99.59,8313480.0
2016-03-22,100.48,101.52,99.2,99.84,9069905.0,0.0,1.0,100.48,101.52,99.2,99.84,9069905.0
2016-03-21,101.15,102.1,99.5,101.06,9578466.0,0.0,1.0,101.15,102.1,99.5,101.06,9578466.0
2016-03-18,100.5,102.41,100.01,101.12,15453454.0,0.0,1.0,100.5,102.41,100.01,101.12,15453454.0
2016-03-17,99.05,101.39,99.0,99.72,13824964.0,0.0,1.0,99.05,101.39,99.0,99.72,13824964.0
2016-03-16,97.53,99.73,97.5,99.35,12583191.0,0.0,1.0,97.53,99.73,97.5,99.35,12583191.0
2016-03-15,97.87,98.51,96.43,97.86,9648585.0,0.0,1.0,97.87,98.51,96.43,97.86,9648585.0
2016-03-14,97.2,99.42,97.17,98.13,11175114.0,0.0,1.0,97.2,99.42,97.17,98.13,11175114.0
2016-03-11,99.51,99.6,96.05,97.66,15062007.0,0.0,1.0,99.51,99.6,96.05,97.66,15062007.0
2016-03-10,98.18,99.74,95.45,97.36,16952891.0,0.0,1.0,98.18,99.74,95.45,97.36,16952891.0
2016-03-09,96.82,98.37,95.0,98.0,12264992.0,0.0,1.0,96.82,98.37,95.0,98.0,12264992.0
2016-03-08,95.0,98.28,94.5,96.23,14710898.0,0.0,1.0,95.0,98.28,94.5,96.23,14710898.0
2016-03-07,101.0,101.79,95.25,95.49,23809256.0,0.0,1.0,101.0,101.79,95.25,95.49,23809256.0
2016-03-04,98.76,102.22,98.32,101.58,23367978.0,0.0,1.0,98.76,102.22,98.32,101.58,23367978.0
2016-03-03,97.83,98.35,95.39,97.93,15278716.0,0.0,1.0,97.83,98.35,95.39,97.93,15278716.0
2016-03-02,98.01,99.48,95.9,97.61,18998609.0,0.0,1.0,98.01,99.48,95.9,97.61,18998609.0
2016-03-01,94.58,99.16,93.61,98.3,16943968.0,0.0,1.0,94.58,99.16,93.61,98.3,16943968.0
2016-02-29,94.81,97.2,93.34,93.41,12987733.0,0.0,1.0,94.81,97.2,93.34,93.41,12987733.0
2016-02-26,95.3,97.48,94.25,94.79,16884792.0,0.0,1.0,95.3,97.48,94.25,94.79,16884792.0
2016-02-25,91.08,94.81,90.21,94.53,17771919.0,0.0,1.0,91.08,94.81,90.21,94.53,17771919.0
2016-02-24,88.5,91.76,86.7,91.61,15883495.0,0.0,1.0,88.5,91.76,86.7,91.61,15883495.0
2016-02-23,91.4,92.49,89.05,89.12,12656584.0,0.0,1.0,91.4,92.49,89.05,89.12,12656584.0
2016-02-22,90.75,93.11,88.3,91.93,16250256.0,0.0,1.0,90.75,93.11,88.3,91.93,16250256.0
2016-02-19,89.98,91.4,88.03,89.23,14197112.0,0.0,1.0,89.98,91.4,88.03,89.23,14197112.0
2016-02-18,94.8,94.9,90.31,90.49,17526258.0,0.0,1.0,94.8,94.9,90.31,90.49,17526258.0
2016-02-17,90.13,94.77,89.64,94.76,18197141.0,0.0,1.0,90.13,94.77,89.64,94.76,18197141.0
2016-02-16,89.0,90.14,87.54,89.0292,16259003.0,0.0,1.0,89.0,90.14,87.54,89.0292,16259003.0
2016-02-12,86.64,89.72,85.26,87.4,18987527.0,0.0,1.0,86.64,89.72,85.26,87.4,18987527.0
2016-02-11,87.42,88.39,82.911,86.35,21752939.0,0.0,1.0,87.42,88.39,82.911,86.35,21752939.0
2016-02-10,89.0,92.21,87.42,88.45,22223843.0,0.0,1.0,89.0,92.21,87.42,88.45,22223843.0
2016-02-09,81.75,88.4,81.55,86.13,25808771.0,0.0,1.0,81.75,88.4,81.55,86.13,25808771.0
2016-02-08,80.57,84.7,79.95,83.32,24856307.0,0.0,1.0,80.57,84.7,79.95,83.32,24856307.0
2016-02-05,88.23,88.95,81.86,82.79,25791303.0,0.0,1.0,88.23,88.95,81.86,82.79,25791303.0
2016-02-04,89.5,91.25,86.54,89.71,18999656.0,0.0,1.0,89.5,91.25,86.54,89.71,18999656.0
2016-02-03,92.41,92.69,86.14,90.7308,27317284.0,0.0,1.0,92.41,92.69,86.14,90.7308,27317284.0
2016-02-02,95.54,96.65,90.73,91.49,21656242.0,0.0,1.0,95.54,96.65,90.73,91.49,21656242.0
2016-02-01,91.79,97.18,91.3,94.09,19522533.0,0.0,1.0,91.79,97.18,91.3,94.09,19522533.0
2016-01-29,92.0,94.39,90.63,91.742,20347385.0,0.0,1.0,92.0,94.39,90.63,91.742,20347385.0
2016-01-28,93.84,95.25,90.11,94.41,24251914.0,0.0,1.0,93.84,95.25,90.11,94.41,24251914.0
2016-01-27,96.61,97.8495,90.59,91.15,25233345.0,0.0,1.0,96.61,97.8495,90.59,91.15,25233345.0
2016-01-26,99.74,100.55,94.85,97.83,21997044.0,0.0,1.0,99.74,100.55,94.85,97.83,21997044.0
2016-01-25,99.78,102.68,99.0,99.12,20160038.0,0.0,1.0,99.78,102.68,99.0,99.12,20160038.0
2016-01-22,104.7225,104.99,99.22,100.6806,26667185.0,0.0,1.0,104.7225,104.99,99.22,100.6806,26667185.0
2016-01-21,108.32,108.51,102.1,102.35,30791355.0,0.0,1.0,108.32,108.51,102.1,102.35,30791355.0
2016-01-20,108.91,109.99,97.0501,107.74,52879484.0,0.0,1.0,108.91,109.99,97.0501,107.74,52879484.0
2016-01-19,106.57,110.14,105.55,107.89,29845585.0,0.0,1.0,106.57,110.14,105.55,107.89,29845585.0
2016-01-15,102.43,105.5,101.72,104.3434,18567664.0,0.0,1.0,102.43,105.5,101.72,104.3434,18567664.0
2016-01-14,105.65,109.25,101.21,107.06,23589348.0,0.0,1.0,105.65,109.25,101.21,107.06,23589348.0
2016-01-13,114.43,114.48,104.53,106.56,24744728.0,0.0,1.0,114.43,114.48,104.53,106.56,24744728.0
2016-01-12,116.11,117.78,115.08,116.58,15033024.0,0.0,1.0,116.11,117.78,115.08,116.58,15033024.0
2016-01-11,112.13,116.79,111.2,114.96,21840895.0,0.0,1.0,112.13,116.79,111.2,114.96,21840895.0
2016-01-08,116.33,117.72,111.1,111.39,17883416.0,0.0,1.0,116.33,117.72,111.1,111.39,17883416.0
2016-01-07,116.36,122.18,112.29,114.56,33636661.0,0.0,1.0,116.36,122.18,112.29,114.56,33636661.0
2016-01-06,105.29,117.91,104.96,117.68,32721803.0,0.0,1.0,105.29,117.91,104.96,117.68,32721803.0
2016-01-05,110.45,110.58,105.85,107.66,17503219.0,0.0,1.0,110.45,110.58,105.85,107.66,17503219.0
2016-01-04,109.0,109.95,105.21,109.88,19916182.0,0.0,1.0,109.0,109.95,105.21,109.88,19916182.0
2015-12-31,116.21,117.46,114.28,114.407,9162026.0,0.0,1.0,116.21,117.46,114.28,114.407,9162026.0
2015-12-30,118.95,119.02,116.43,116.71,8036041.0,0.0,1.0,118.95,119.02,116.43,116.71,8036041.0
2015-12-29,118.19,119.6,116.92,119.12,8109050.0,0.0,1.0,118.19,119.6,116.92,119.12,8109050.0
2015-12-28,117.26,117.35,113.85,117.11,8372383.0,0.0,1.0,117.26,117.35,113.85,117.11,8372383.0
2015-12-24,118.22,118.8,117.3,117.33,3540013.0,0.0,1.0,118.22,118.8,117.3,117.33,3540013.0
2015-12-23,116.91,118.56,115.78,118.16,9289310.0,0.0,1.0,116.91,118.56,115.78,118.16,9289310.0
2015-12-22,117.3,117.43,114.86,116.24,9627952.0,0.0,1.0,117.3,117.43,114.86,116.24,9627952.0
2015-12-21,119.51,119.59,115.66,116.63,11597404.0,0.0,1.0,119.51,119.59,115.66,116.63,11597404.0
2015-12-18,120.85,122.19,117.92,118.03,16843249.0,0.0,1.0,120.85,122.19,117.92,118.03,16843249.0
2015-12-17,123.97,126.35,122.42,122.51,17196163.0,0.0,1.0,123.97,126.35,122.42,122.51,17196163.0
2015-12-16,119.8,123.0,118.09,122.64,13066722.0,0.0,1.0,119.8,123.0,118.09,122.64,13066722.0
2015-12-15,121.93,123.3,118.54,118.6,11693965.0,0.0,1.0,121.93,123.3,118.54,118.6,11693965.0
2015-12-14,119.77,120.9,114.66,120.67,18631072.0,0.0,1.0,119.77,120.9,114.66,120.67,18631072.0
2015-12-11,121.45,123.0,118.6,118.91,16000007.0,0.0,1.0,121.45,123.0,118.6,118.91,16000007.0
2015-12-10,124.5,125.21,121.62,122.91,13404654.0,0.0,1.0,124.5,125.21,121.62,122.91,13404654.0
2015-12-09,127.7,128.78,122.33,124.2,17709043.0,0.0,1.0,127.7,128.78,122.33,124.2,17709043.0
2015-12-08,121.51,128.24,121.1,126.98,18539701.0,0.0,1.0,121.51,128.24,121.1,126.98,18539701.0
2015-12-07,131.19,133.27,122.75,125.36,23205425.0,0.0,1.0,131.19,133.27,122.75,125.36,23205425.0
2015-12-04,127.0,130.99,125.75,130.93,20115228.0,0.0,1.0,127.0,130.99,125.75,130.93,20115228.0
2015-12-03,129.62,132.2,126.39,126.81,26397489.0,0.0,1.0,129.62,132.2,126.39,126.81,26397489.0
2015-12-02,125.53,131.35,124.93,128.974,23984113.0,0.0,1.0,125.53,131.35,124.93,128.974,23984113.0
2015-12-01,124.47,125.57,122.42,125.37,12498452.0,0.0,1.0,124.47,125.57,122.42,125.37,12498452.0
2015-11-30,126.03,126.6,122.9,123.33,13693265.0,0.0,1.0,126.03,126.6,122.9,123.33,13693265.0
2015-11-27,123.85,126.39,123.59,125.44,6644242.0,0.0,1.0,123.85,126.39,123.59,125.44,6644242.0
2015-11-25,124.23,125.2,122.36,124.16,10925252.0,0.0,1.0,124.23,125.2,122.36,124.16,10925252.0
2015-11-24,123.67,124.66,120.03,123.31,18301201.0,0.0,1.0,123.67,124.66,120.03,123.31,18301201.0
2015-11-23,124.3,126.2,121.66,125.03,15652801.0,0.0,1.0,124.3,126.2,121.66,125.03,15652801.0
2015-11-20,120.85,124.07,119.21,123.84,17780758.0,0.0,1.0,120.85,124.07,119.21,123.84,17780758.0
2015-11-19,120.25,123.13,119.61,120.22,19063338.0,0.0,1.0,120.25,123.13,119.61,120.22,19063338.0
2015-11-18,117.94,121.0,116.1,120.63,23248907.0,0.0,1.0,117.94,121.0,116.1,120.63,23248907.0
2015-11-17,112.11,118.79,111.7,117.1,32911003.0,0.0,1.0,112.11,118.79,111.7,117.1,32911003.0
2015-11-16,102.97,111.65,101.86,111.35,19740792.0,0.0,1.0,102.97,111.65,101.86,111.35,19740792.0
2015-11-13,108.34,109.07,103.27,103.65,18656375.0,0.0,1.0,108.34,109.07,103.27,103.65,18656375.0
2015-11-12,112.52,115.25,108.2,108.92,17250997.0,0.0,1.0,112.52,115.25,108.2,108.92,17250997.0
2015-11-11,113.08,114.61,111.41,112.86,11009471.0,0.0,1.0,113.08,114.61,111.41,112.86,11009471.0
2015-11-10,108.86,112.84,108.01,112.7,11016302.0,0.0,1.0,108.86,112.84,108.01,112.7,11016302.0
2015-11-09,113.36,114.0,108.64,109.86,16115431.0,0.0,1.0,113.36,114.0,108.64,109.86,16115431.0
2015-11-06,113.39,114.8,112.05,114.06,10869775.0,0.0,1.0,113.39,114.8,112.05,114.06,10869775.0
2015-11-05,113.75,115.68,111.72,113.484,13768249.0,0.0,1.0,113.75,115.68,111.72,113.484,13768249.0
2015-11-04,110.36,114.28,109.39,114.05,17171722.0,0.0,1.0,110.36,114.28,109.39,114.05,17171722.0
2015-11-03,107.36,111.05,107.24,109.74,12413188.0,0.0,1.0,107.36,111.05,107.24,109.74,12413188.0
2015-11-02,109.2,109.37,106.3,107.64,11738619.0,0.0,1.0,109.2,109.37,106.3,107.64,11738619.0
2015-10-30,105.12,110.1,104.9,108.38,15513719.0,0.0,1.0,105.12,110.1,104.9,108.38,15513719.0
2015-10-29,105.0,106.91,104.75,105.12,9777837.0,0.0,1.0,105.0,106.91,104.75,105.12,9777837.0
2015-10-28,102.9,106.21,102.06,105.8,13013077.0,0.0,1.0,102.9,106.21,102.06,105.8,13013077.0
2015-10-27,102.58,104.72,101.23,103.07,11991947.0,0.0,1.0,102.58,104.72,101.23,103.07,11991947.0
2015-10-26,100.05,103.31,99.38,103.04,12077232.0,0.0,1.0,100.05,103.31,99.38,103.04,12077232.0
2015-10-23,97.61,101.56,97.27,100.04,17869506.0,0.0,1.0,97.61,101.56,97.27,100.04,17869506.0
2015-10-22,98.07,99.93,96.86,97.28,12418449.0,0.0,1.0,98.07,99.93,96.86,97.28,12418449.0
2015-10-21,99.67,100.34,97.01,97.96,13716729.0,0.0,1.0,99.67,100.34,97.01,97.96,13716729.0
2015-10-20,101.06,102.11,97.58,98.99,16982058.0,0.0,1.0,101.06,102.11,97.58,98.99,16982058.0
2015-10-19,98.07,103.62,96.26,101.69,29885210.0,0.0,1.0,98.07,103.62,96.26,101.69,29885210.0
2015-10-16,100.21,101.65,98.41,98.989,21132938.0,0.0,1.0,100.21,101.65,98.41,98.989,21132938.0
2015-10-15,103.77,104.88,99.1,101.09,47098963.0,0.0,1.0,103.77,104.88,99.1,101.09,47098963.0
2015-10-14,111.5,111.63,108.05,110.23,21627678.0,0.0,1.0,111.5,111.63,108.05,110.23,21627678.0
2015-10-13,112.85,113.72,108.78,109.73,17139116.0,0.0,1.0,112.85,113.72,108.78,109.73,17139116.0
2015-10-12,114.45,115.42,112.36,113.45,12624497.0,0.0,1.0,114.45,115.42,112.36,113.45,12624497.0
2015-10-09,114.11,115.83,112.44,113.33,22164473.0,0.0,1.0,114.11,115.83,112.44,113.33,22164473.0
2015-10-08,107.94,115.05,102.6,114.93,42433725.0,0.0,1.0,107.94,115.05,102.6,114.93,42433725.0
2015-10-07,108.84,109.78,106.75,108.08,12259869.0,0.0,1.0,108.84,109.78,106.75,108.08,12259869.0
2015-10-06,110.33,112.25,105.64,108.33,20611555.0,0.0,1.0,110.33,112.25,105.64,108.33,20611555.0
2015-10-05,107.48,112.28,105.76,111.2,20804460.0,0.0,1.0,107.48,112.28,105.76,111.2,20804460.0
2015-10-02,103.01,106.87,101.45,106.085,21424680.0,0.0,1.0,103.01,106.87,101.45,106.085,21424680.0
2015-10-01,102.91,106.11,101.12,105.98,16965714.0,0.0,1.0,102.91,106.11,101.12,105.98,16965714.0
2015-09-30,99.91,103.46,99.05,103.24,16302867.0,0.0,1.0,99.91,103.46,99.05,103.24,16302867.0
2015-09-29,99.63,100.63,96.85,98.35,17095790.0,0.0,1.0,99.63,100.63,96.85,98.35,17095790.0
2015-09-28,101.57,103.3275,97.8414,99.47,16895926.0,0.0,1.0,101.57,103.3275,97.8414,99.47,16895926.0
2015-09-25,105.3,105.4487,101.57,102.19,19017925.0,0.0,1.0,105.3,105.4487,101.57,102.19,19017925.0
2015-09-24,97.11,104.0,96.78,103.82,20791682.0,0.0,1.0,97.11,104.0,96.78,103.82,20791682.0
2015-09-23,98.6,99.74,97.66,98.07,10213528.0,0.0,1.0,98.6,99.74,97.66,98.07,10213528.0
2015-09-22,98.29,99.9,97.0,98.47,16384949.0,0.0,1.0,98.29,99.9,97.0,98.47,16384949.0
2015-09-21,103.3,103.77,99.5568,100.3,17841903.0,0.0,1.0,103.3,103.77,99.5568,100.3,17841903.0
2015-09-18,102.0,104.36,100.71,102.62,21404949.0,0.0,1.0,102.0,104.36,100.71,102.62,21404949.0
2015-09-17,103.67,107.5,101.83,104.21,25493402.0,0.0,1.0,103.67,107.5,101.83,104.21,25493402.0
2015-09-16,99.7,104.48,99.33,104.08,27926293.0,0.0,1.0,99.7,104.48,99.33,104.08,27926293.0
2015-09-15,95.22,99.65,93.61,99.16,22243524.0,0.0,1.0,95.22,99.65,93.61,99.16,22243524.0
2015-09-14,96.84,97.91,94.33,95.69,15484533.0,0.0,1.0,96.84,97.91,94.33,95.69,15484533.0
2015-09-11,98.57,100.85,97.23,97.51,17373920.0,0.0,1.0,98.57,100.85,97.23,97.51,17373920.0
2015-09-10,99.42,100.85,96.78,99.48,21031866.0,0.0,1.0,99.42,100.85,96.78,99.48,21031866.0
2015-09-09,96.51,102.79,95.52,99.18,35524441.0,0.0,1.0,96.51,102.79,95.52,99.18,35524441.0
2015-09-08,102.08,102.5,93.55,94.9,43290901.0,0.0,1.0,102.08,102.5,93.55,94.9,43290901.0
2015-09-04,98.05,99.928,97.34,98.79,24096159.0,0.0,1.0,98.05,99.928,97.34,98.79,24096159.0
2015-09-03,102.69,104.17,100.11,101.06,29139874.0,0.0,1.0,102.69,104.17,100.11,101.06,29139874.0
2015-09-02,109.31,109.5,100.3,105.44,38967066.0,0.0,1.0,109.31,109.5,100.3,105.44,38967066.0
2015-09-01,109.36,111.24,103.82,105.9299,35575163.0,0.0,1.0,109.36,111.24,103.82,105.9299,35575163.0
2015-08-31,115.24,117.0,113.76,115.03,17005581.0,0.0,1.0,115.24,117.0,113.76,115.03,17005581.0
2015-08-28,116.46,119.35,115.88,117.68,20087962.0,0.0,1.0,116.46,119.35,115.88,117.68,20087962.0
2015-08-27,114.94,118.25,113.02,117.618,35677278.0,0.0,1.0,114.94,118.25,113.02,117.618,35677278.0
2015-08-26,107.15,110.28,102.02,110.1801,35291132.0,0.0,1.0,107.15,110.28,102.02,110.1801,35291132.0
2015-08-25,107.75,107.88,101.75,103.2,35461622.0,0.0,1.0,107.75,107.88,101.75,103.2,35461622.0
2015-08-24,88.75,109.63,85.5,97.1096,55720007.0,0.0,1.0,88.75,109.63,85.5,97.1096,55720007.0
2015-08-21,106.2,110.0,102.751,104.095,32483157.0,0.0,1.0,106.2,110.0,102.751,104.095,32483157.0
2015-08-20,119.8,121.45,111.34,112.55,27758052.0,0.0,1.0,119.8,121.45,111.34,112.55,27758052.0
2015-08-19,123.5,123.7,121.5,122.11,9650351.0,0.0,1.0,123.5,123.7,121.5,122.11,9650351.0
2015-08-18,125.26,126.749,123.55,124.019,9282528.0,0.0,1.0,125.26,126.749,123.55,124.019,9282528.0
2015-08-17,123.14,125.7,122.59,125.36,9166524.0,0.0,1.0,123.14,125.7,122.59,125.36,9166524.0
2015-08-14,124.96,125.0,123.0,123.39,8610013.0,0.0,1.0,124.96,125.0,123.0,123.39,8610013.0
2015-08-13,120.99,125.73,119.34,123.73,15189971.0,0.0,1.0,120.99,125.73,119.34,123.73,15189971.0
2015-08-12,121.47,122.45,118.66,120.51,12995740.0,0.0,1.0,121.47,122.45,118.66,120.51,12995740.0
2015-08-11,120.01,123.76,120.0,122.75,11005025.0,0.0,1.0,120.01,123.76,120.0,122.75,11005025.0
2015-08-10,126.09,126.5,121.51,123.03,13332113.0,0.0,1.0,126.09,126.5,121.51,123.03,13332113.0
2015-08-07,126.42,126.6,121.3,123.52,17286472.0,0.0,1.0,126.42,126.6,121.3,123.52,17286472.0
2015-08-06,126.29,128.85,122.04,126.45,24588929.0,0.0,1.0,126.29,128.85,122.04,126.45,24588929.0
2015-08-05,125.62,129.29,122.705,123.71,26831246.0,0.0,1.0,125.62,129.29,122.705,123.71,26831246.0
2015-08-04,113.15,122.79,113.0,121.2492,29335594.0,0.0,1.0,113.15,122.79,113.0,121.2492,29335594.0
2015-08-03,114.6,114.6,111.78,112.541,10059660.0,0.0,1.0,114.6,114.6,111.78,112.541,10059660.0
2015-07-31,111.95,115.0,111.15,114.31,15572322.0,0.0,1.0,111.95,115.0,111.15,114.31,15572322.0
2015-07-30,106.4,111.9,105.4,111.56,14152190.0,0.0,1.0,106.4,111.9,105.4,111.56,14152190.0
2015-07-29,106.83,107.75,105.4,107.08,6400518.0,0.0,1.0,106.83,107.75,105.4,107.08,6400518.0
2015-07-28,107.29,107.94,103.88,106.9,11088129.0,0.0,1.0,107.29,107.94,103.88,106.9,11088129.0
2015-07-27,107.79,109.86,106.25,106.45,11249973.0,0.0,1.0,107.79,109.86,106.25,106.45,11249973.0
2015-07-24,111.55,111.68,108.9,109.395,8047855.0,0.0,1.0,111.55,111.68,108.9,109.395,8047855.0
2015-07-23,110.91,112.18,109.84,110.1,8184110.0,0.0,1.0,110.91,112.18,109.84,110.1,8184110.0
2015-07-22,112.14,113.88,110.5608,111.465,10353232.0,0.0,1.0,112.14,113.88,110.5608,111.465,10353232.0
2015-07-21,110.21,113.71,109.32,112.51,13932657.0,0.0,1.0,110.21,113.71,109.32,112.51,13932657.0
2015-07-20,114.7,114.7,110.14,110.55,20620591.0,0.0,1.0,114.7,114.7,110.14,110.55,20620591.0
