"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Alex Gordon  LF","5","1","2","2","1","0","6",".091",".200",".227",".427","23","13","0.259","1.45","0.370","-0.111","1.7","6","0","HR"
"Alcides Escobar  SS","6","0","1","0","0","1","6",".217",".250",".261",".511","19","14","0.009","1.59","0.157","-0.147","-0.2","1","2",""
"Eric Hosmer  1B","5","1","1","0","1","1","6",".200",".286",".440",".726","20","13","-0.102","1.80","0.075","-0.177","-0.6","10","0",""
"Billy Butler  DH","6","1","2","2","0","2","6",".292",".320",".667",".987","26","17","0.279","2.24","0.541","-0.261","0.5","","","HR,2B"
"Jeff Francoeur  RF","5","0","1","0","1","0","6",".333",".391",".429",".820","21","13","-0.033","1.30","0.091","-0.124","-0.3","1","0","2B"
"Mike Moustakas  3B","5","0","1","0","0","2","5",".158",".158",".368",".526","19","15","-0.148","1.69","0.041","-0.189","-0.8","1","3",""
"Mitch Maier  CF","4","0","0","0","0","0","4",".167",".286",".667",".952","16","9","-0.130","1.30","0.000","-0.130","-0.9","0","0",""
"Jason Bourgeois  PH-CF","1","0","0","0","0","0","1",".250",".250",".500",".750","5","4","-0.057","2.28","0.000","-0.057","-0.2","0","0",""
"Brayan Pena  C","5","1","1","0","0","1","5",".182",".182",".273",".455","22","16","-0.120","1.47","0.048","-0.169","-0.4","13","0","2B"
"Chris Getz  2B","4","0","1","0","0","1","4",".267",".267",".333",".600","12","8","-0.090","1.46","0.036","-0.126","-0.5","3","3",""
"Yuniesky Betancourt  PH-2B","1","0","0","0","0","0","1",".300",".300",".400",".700","7","4","-0.032","1.27","0.000","-0.032","-0.1","0","1",""
"","","","","","","","","","","","","","","","","","","","","",""
"Bruce Chen  P","","","","","","","","","","","","","","","","","","","0","0",""
"Kelvin Herrera  P","","","","","","","","","","","","","","","","","","","0","0",""
"Jose Mijares  P","","","","","","","","","","","","","","","","","","","0","0",""
"Greg Holland  P","","","","","","","","","","","","","","","","","","","0","0",""
"Tim Collins  P","","","","","","","","","","","","","","","","","","","0","0",""
"Jonathan Broxton  P","","","","","","","","","","","","","","","","","","","0","0",""
