"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Trevor Crowe  CF","5","4","3","0","0","1","5",".255",".312",".352",".664","20","11","0.366","1.63","0.410","-0.044","2.2","4","0","2·2B"
"Shin-Soo Choo  RF","4","2","2","4","1","0","5",".293",".392",".467",".859","20","13","0.226","1.60","0.397","-0.171","2.1","2","0","2·HR,CS"
"Carlos Santana  C","3","0","1","2","1","0","5",".353",".477",".706","1.183","25","12","0.281","1.59","0.298","-0.018","2.0","3","1","2B,SF"
"Austin Kearns  LF","4","0","0","0","1","0","5",".278",".362",".444",".806","19","10","-0.092","0.87","0.001","-0.093","-0.8","1","0","IW"
"Russell Branyan  1B","5","0","2","0","0","1","5",".261",".326",".491",".817","21","12","-0.054","1.33","0.104","-0.158","-1.5","8","4",""
"Jhonny Peralta  3B","4","0","1","0","0","0","4",".258",".323",".403",".726","17","10","-0.154","1.55","0.000","-0.154","-1.3","1","2",""
"Luis Valbuena  2B","4","0","1","0","0","0","4",".169",".273",".250",".523","8","7","-0.029","1.36","0.068","-0.097","-0.1","2","5","2B"
"Jason Donald  SS","2","0","0","0","1","0","4",".234",".274",".374",".648","11","5","-0.066","1.22","0.009","-0.075","-0.5","3","2","SH,IW"
"Chris Perez  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Kerry Wood  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Jake Westbrook  P","2","0","0","0","0","1","2",".000",".000",".000",".000","9","6","-0.053","1.04","0.000","-0.053","-0.5","0","0",""
"Travis Hafner  PH","1","0","0","0","0","0","1",".250",".365",".425",".790","1","1","-0.069","1.63","0.000","-0.069","-0.6","","",""
"Tony Sipp  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","1",""
"Frank Herrmann  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Rafael Perez  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Joe Smith  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Anderson Hernandez  SS","1","0","1","0","0","0","1",".286",".310",".321",".632","1","1","0.082","2.32","0.082","0.000","0.4","1","1",""
